A001128017REUIKUHKYDA,B005UO19LU,5
A00253663U0TVCP6Q4LLJ,B0063HMIRW,5
A00473363TJ8YSZ3YAGG9,B00061U4FE,4
A0063798M64PQ5826OXH,B001EQ5JNW,5
A0092477NTZCKZD13ILB,B002PNWU5I,4
A01364783RZP4FP3Q74MW,B000VK5SYC,5
A015575022SSR8NUKY8E6,B004DE9TC4,5
A017592818ZT1WM4TLCRJ,B0010YA02S,5
A0213651310IVOLVPJT6G,B006LEEWL2,5
A022899328A0QROR32DCT,B003VIJI1A,5
A024244519V8COZQOHH9,B001467JYO,5
A0261153ZP1VUM44OOV2,B003SBPZB2,5
A027796033XU88QFRJ4CA,B002PO3KBK,5
A0308352I5DDR65WH0WV,B000FGHHBY,4
A03197302XWG2A14N14YQ,B0009JMW1C,4
A03372673W48E2EAX5Q9L,B004JYIKX2,5
A03670271E4DKHD4RU1OY,B005DQGIA2,5
A03949582IRPU0I5U3ERC,B00068U4QQ,5
A042274212BJJVOBS4Q85,B0010YA02S,5
A04395101J5TNVSTWSVPH,B006CFVXSU,5
A04676272R3GMU048LHV3,B000R39GW8,3
A0492785IJQFUQ4Z2SHK,B00750E0X6,5
A05182793SHK0TZVPS4GE,B0049J2DCQ,5
A0540934X2W742VVKQXV,B004UIWBL4,5
A056314850H9MOBHT204,B001D0GV4K,5
A0585254256P04GZEXIVC,B002HN0EYK,5
A06045893LOB8D4927OML,B0015KAYN2,5
A06328871OZQONZDIGVZM,B006O320VO,2
A0650335VUFBX1ER8IFD,B006G7WBY4,3
A06776642AG3M97Y2GG3B,B004579W2Q,4
A068255029AHTHDXZURNU,B001QYECYY,5
A06944662TFWOKKV4GJKX,B000GFYRHG,5
A070496217HY4Y53PHM7P,B005TZ4GJC,5
A0735055111RLQ43AT5ZN,B000OK7XE2,5
A077887321HP63OD40MVX,B00015HNMM,4
A08000822VH4HOBD0F88I,B0015KAYN2,4
A081932435P9JHS1L89TV,B001G604YE,5
A083979736MVAKI7JNVHB,B001W3BHB0,3
A085969913PPYQX9MGCJ4,B001EQ5JLE,5
A0895337325TO8JJ0DAFN,B000SDIO3E,5
A09131392CULRCOPOZOFA,B003M8GRE0,3
A09365301H088KXZUZY5K,B0065S2VAI,5
A09708934IR3NNEY8D3N,B0078XTU58,5
A098539721U5Q09PWOM00,B000LKU1LW,1
A099766128UI0NCS98N1E,B002ESMHOI,5
A10011T9IFP5AV,B001F1XBJA,5
A10023OS6MZUC6,B001RV8CGK,2
A1003OL63E20M4,B004VLSV5U,5
A1004703RC79J9,B004OV6X6Q,2
A100686H9ZT3P2,B00284QC1C,5
A1006HCQDMYC5W,B00269WUTC,5
A1007G0226CSWC,B000QY0CDK,2
A1008DPSP6KC9J,B001JU81ZG,5
A1009DZ34JSX33,B003EJ9KLO,5
A100B9UOLABJS8,B004ZBCJU4,5
A100DOGJVFCY79,B002J75TG2,5
A100DXY4SLAMPM,B0019GZ87Y,5
A100F4YJCE7CUE,B001A4B8EM,1
A100GXTSRPOQEQ,B004VLV922,5
A100IGITZ575UL,B000NT35O6,5
A100L918633LUO,B004M8FXNA,5
A100LNLH7HC9HG,B001D0MF1S,1
A100QR0G5OD7U5,B002WDCIXK,1
A100S1JQ5XK960,B001SIRR90,3
A100UD67AHFODS,B002OSFQ2I,5
A100UXMXYOQU1X,B001IZM81A,1
A100VQNP6I54HS,B002DY1FNC,5
A100WHX0JSGXDB,B004X2LGV8,4
A100WO06OQR8BQ,B0014EW4C8,5
A100WO06OQR8BQ,B003EXVM66,5
A100WO06OQR8BQ,B004YV80O4,5
A100WO06OQR8BQ,B007FK3CVM,3
A100ZQDV7L8PVV,B000VK3ZGA,2
A10103MJIKKIFE,B000ED9L9E,5
A1011I2PCI4K8B,B0027E4OH2,5
A10149S8785X5C,B004M0XU8I,5
A1017Q5HHWNALE,B000FNB3AI,5
A101A5430IFSUA,B00112GIRA,3
A101C99CG8EFUH,B000F3Q0QK,3
A101CYW4O70DSI,B004W4519U,5
A101F8M8DPFOM9,B004X2LH9Y,5
A101H09S2WSZDJ,B0029XDZIK,5
A101K5ANDEC4N8,B004SKVWNW,2
A101NB2ZJ89UCK,B001IZM8WY,5
A101PLUE57KUSS,B001E560H2,4
A101RMPJE5TPZ6,B004HK37JA,5
A101RRYMZM4KYV,B001E5E0Y2,5
A101SU4S3NZEL3,B001T6VV9I,1
A101URGEMDW2Z7,B000V1JVAI,1
A101WAUONUXTNI,B001EQ4M6M,1
A101ZQ4ACTK6A2,B0045GX660,5
A1021LIRHUBP48,B000FZRYPO,5
A1022UZT96SGY9,B0069FTP0G,5
A1026ML1CKSMR1,B0010VO7ES,5
A10285OSAM1MZK,B006U0QVMK,2
A102ALA6MI312B,B000EA0D1C,5
A102B9028EPO07,B005YVU6FY,5
A102DD9X6TE8GO,B000F17AKC,5
A102GN7AU5UORP,B000OGY97K,1
A102J3OK32Q4GN,B0016JJEFG,5
A102LG1LA15ZZL,B000FFIITK,5
A102NK63Y7ADU7,B000SATIE6,5
A102P5NP69G13S,B0006NZG28,5
A102RDJLOHWS0W,B000RHXI7I,5
A102S7GIO10GUK,B000SARJF6,2
A102T8WP7Z1LYH,B001EPPSGG,4
A102UJN17M7VT0,B002Z04ZNQ,5
A102UXGLDF76G1,B003VIJI38,5
A102XKYZE9Q9L4,B000X2CWTM,5
A102Z9CFJOOZAY,B001IW08M4,5
A1030WDCTU7GA2,B002YLGA0W,5
A1031YETNST6RR,B005HF02EC,4
A1035KBY4IVWLK,B00764BRS2,2
A10389W8OI4Q6N,B0050IM4MY,5
A103BXE3ULPEB3,B0028TG7CQ,5
A103EZCS9H8WW1,B002BKTWL0,5
A103FSOEF5ELTU,B000HQR5JG,3
A103IEEZ5YCVRE,B004IN43SU,5
A103L49B1FI4LP,B005HGAVD8,4
A103MTOZ2Z6FOB,B001IY9T36,5
A103PIRYKWQKR7,B001DBPUB4,4
A103QUZ016BQNJ,B000EDG3UE,5
A103T0YQTG416Z,B0040WCQBA,5
A103V08PZXDLU1,B0039QORKG,5
A103WXT3CHVY0H,B0016CQST8,5
A1040ESBICVOEZ,B0012C2GFM,5
A1043ECPZ0RCTT,B005EKHYQE,5
A1045V51B08CM1,B00725K254,4
A1047AD00C1DPZ,B003D4F18G,5
A1047EDJ84IMAS,B000KEJMRI,5
A1047EDJ84IMAS,B001EO5Q64,5
A1047EDJ84IMAS,B004AWTR6M,5
A1047EDJ84IMAS,B0078DQ7PE,5
A10498QBRH0TFJ,B001AHJ9WW,5
A104C69A8QUWMG,B001O1Q0NA,5
A104EHF9H5H0Z4,B006QB9B1Q,5
A104FPCARJYVPP,B002EDISKA,4
A104I6EFHVSHSQ,B000EVQWKC,1
A104LVZZFPRA5V,B005K0L2U2,3
A104MR5WHC3OAN,B003J9BCRO,4
A104O801TXGUNJ,B006N3I18Q,2
A104RGYB31GWNK,B001PB8YE2,1
A104U7RKT1PENC,B003HV3VYQ,4
A104XIG8PICEMC,B004ZKCQL2,5
A1051DBTLWP5A2,B000J423MK,5
A1051DBTLWP5A2,B002OK6E6I,5
A105321T5EOGWM,B003Z6ZGZU,5
A1055SB93IMFPQ,B000F6SNQM,5
A1057PTJ38ZCW1,B000GZSDW6,5
A10592QFWUWVV9,B0051SU0OW,4
A105AG27YHGDK7,B0019QPLXU,4
A105CX9ZOHSR50,B001EO5UVK,5
A105DMSENV90H8,B000MUVBWY,1
A105FOIMX0X8EU,B0031JK95S,5
A105GTNWYR59BV,B001AC8JL4,4
A105I12QAV50E8,B002GWFA64,3
A105IUEQE4YNQ1,B006JX9Z12,5
A105L5EX9D0NH8,B002DHL8DG,5
A105MJA88P7ISN,B0059MZ0XQ,4
A105OKJ21U0F7I,B003EMSGIO,1
A105RJ730F4GJC,B0020N3NRC,5
A105S56ODHGJEK,B0025UCHRC,4
A105S96WARB639,B004FI98BK,5
A105YE7KUZW8R9,B000I6G3RU,2
A1060JFDLW69CC,B0015KAYN2,4
A1062KAC4OSRP4,B002MKX6T8,5
A1064ULTMRP9O3,B000F3Q6W8,5
A106807JZ6DZA3,B006HZIUYA,5
A1068O8E5R0NCB,B0008D6WBA,5
A106B41EH6B1BQ,B005ERXFH4,1
A106DQ6FX069TX,B000FVUIZQ,5
A106FG3SSERO7H,B002R48MDE,5
A106GQD7C9QV3B,B000EVNWSW,5
A106H8RDUQVB3W,B004FJ6K2E,5
A106K6KU3N6POL,B0015AUZK4,5
A106MB2IVYFRWR,B000PAM5CG,5
A106MNO7PYG1WL,B000V6FTZO,1
A106NMQP07PKB5,B002GWHA2Q,2
A106Q1A6LGU4DP,B004NSKWMQ,5
A106T2I1NKYNDU,B001EO5U3I,5
A106UZ0MA2S2FO,B005XB5WEU,5
A106Y4RAMH4LRD,B0051QSDMA,5
A106ZCP7RSXMRU,B000E5ILGQ,4
A106ZCP7RSXMRU,B000F498WW,1
A106ZCP7RSXMRU,B000LKX1OG,5
A106ZCP7RSXMRU,B001FA1SB4,4
A1072LLI2DPQL6,B000MOQHCO,3
A10753NAUEJXXW,B0048NUBR2,5
A1076UA29SK59D,B001I2PMSO,3
A1076V1FMO3G71,B0000CERVY,5
A1078YFD9SKNOV,B0013T5YO4,5
A107A5Y4NUS3RV,B000S8593W,5
A107C16Q8473NI,B0038O8LUQ,5
A107G2T84VTBUX,B000PL5VQM,5
A107HLIARI7PSE,B004CGZEAY,5
A107MFIJ7PMD9L,B004OVWQDA,5
A107OSDAIVX3B7,B001SB3ZD4,5
A107QOE8R7PMHB,B000HDKWZI,5
A107T37V4DJW8B,B003TI5CL2,5
A107VMDCKUW6C4,B0027VG9KK,1
A107YJ8Q9XTHB8,B004X2LH9Y,5
A1080SE9X3ECK0,B0000ICLJU,5
A1080SE9X3ECK0,B000FBQ5HQ,5
A1080SE9X3ECK0,B000HD7N1Y,5
A1080SE9X3ECK0,B000OJ1GZA,5
A1080SE9X3ECK0,B000V6FTTU,5
A1080SE9X3ECK0,B0017OESA6,5
A1080SE9X3ECK0,B001ELL4K4,5
A1080SE9X3ECK0,B001EPPBKE,5
A1080SE9X3ECK0,B001EQ5OLO,5
A1080SE9X3ECK0,B004U8S85C,5
A1084ITE4CHG69,B007D5VO0K,5
