A001114613O3F18Q5NVR6,B00080M9XS,5
A00253662FS3SP6HIRY44,B004ECUUQY,3
A00441283R382D05H2W5G,B000LKX682,5
A005558021PPFFRXWGIA0,B005UFO9ZM,5
A00785113MS6AJL3V9JOR,B0033HPPIY,3
A0119234AHUSAMV2L2QP,B003O7DVRA,5
A01375521AQN33NLZB6TO,B000G82L62,4
A01641982KYGHE73L8REI,B002YLI9E2,5
A01862021NSU0BBVBENPH,B001U2DFVS,1
A02182252NXFYVEQ7HO2J,B002S729PM,5
A022899328A0QROR32DCT,B003VIJI38,5
A0234585346H8905QMLPU,B0035O6X22,3
A02541111LTITPKS6Q26H,B000HDVM9I,5
A02709382JGJ5RI9Q1Z8H,B0058ORXK8,5
A02972023MCVRPW60WX6G,B0079KWEE4,5
A03175521VI6TNC6CI802,B000LQNK6E,5
A03260082O43CYZ8483TS,B001O8PSRW,5
A0355357396ETQ03778LS,B0062JDADW,5
A0372193181O1XHIIMV26,B005533SK6,1
A039894017CGGOP9UMJTC,B004FS875I,5
A042815820JJO8LHHJ9SA,B0045DISDO,5
A04399489SG96JTBG01,B000WV153I,5
A04672312YZWWKZZ2O1JP,B00015UC4S,5
A04887653E3T1FJX5853V,B000J41AH4,5
A05163773B9QR5VD39G6A,B006CNTR6W,5
A053616015ZVS7WGYKKKC,B003DVXVZY,5
A05573721XBLURQVIZFWV,B004PK8Q02,5
A05727602Z5M3PX3YTZ8M,B004HK0QD0,5
A05928031TGIS8A6U8GY4,B003MBC4MG,5
A0609427ESZIRD65Z2G0,B004TEVBVU,5
A06387991J0DA6ILA2GKQ,B003SKR0GG,1
A06554862BGEJVS8YTT29,B000OHBAE4,5
A06785882C2UYIWEOFRIB,B005HG9ERW,5
A068255029AHTHDXZURNU,B001FA1K2G,3
A06944662TFWOKKV4GJKX,B000CMD63E,5
A06955561QFHLP3AZ03T6,B005HG9ERW,5
A0718784TOWF9DX1DOFD,B0051OLH7K,3
A07590873D6J3DRB6145N,B0015NHRE8,5
A07861211DBATOZQ9YHUG,B004XERRL4,5
A08071002H25T0SBFAK59,B001E6K6B2,5
A0823916PKSQFNP6R3FF,B000UYIQOI,5
A08430221TPK861KZAS63,B003CGJAIM,5
A0864963DOAY7LXGS5I6,B0017RXJN0,5
A0895337325TO8JJ0DAFN,B004N71J7O,5
A091312717T6KNXLME6WW,B000G6RPMY,2
A09312981QBTC3IR50OHF,B000XYJ5SQ,4
A09560103FDD1VWURIYSE,B002RBTVC8,5
A09817509YBFM0W0QQRC,B003KK099E,5
A09957412WC0VHFIYYMM,B0015A23PO,5
A100014NEHVZT,B003SBPW24,5
A1001L6GILDZB5,B00028PVHW,5
A10030KC6GYK89,B000GZSDPS,4
A100434D2BHASB,B0052XN0EI,5
A1004HHMSDY5IP,B001EQ4I0W,3
A10069MDQWZKMC,B000KXQG64,1
A1006HCQDMYC5W,B001SAUQ28,1
A1006V961PBMKA,B001KYQKK4,3
A1008DPSP6KC9J,B000K9CDV0,3
A1008ULQSWI006,B0017OAQIY,4
A100AM334XZS3V,B0025ULWVE,4
A100CZB511LDZ1,B000AXSG08,5
A100DXY4SLAMPM,B0000DCKCN,5
A100E6VYPSQ0GH,B005H3B1VM,5
A100F8W61A66SG,B001QXZ94C,5
A100I4UAHGQCF6,B000E1D7RS,5
A100IS85ZCQ8DG,B00150H2YQ,2
A100L918633LUO,B003F1MUN6,5
A100LGVO1JJ4WP,B000R4USAQ,3
A100OV7P110FUS,B00060ONFW,5
A100RW34WSLTUW,B005GWTWG0,5
A100UD67AHFODS,B0019ZHU2Q,5
A100UPWOQILIPY,B005QCP5ZM,5
A100VQNP6I54HS,B000V0ORYO,5
A100VQNP6I54HS,B004AICOUW,5
A100WO06OQR8BQ,B0004LWYOA,5
A100WO06OQR8BQ,B001CFMGGI,5
A100WO06OQR8BQ,B003GTR8IO,3
A100WO06OQR8BQ,B004VLSVL4,5
A100WO06OQR8BQ,B006BXV14E,5
A100ZQDV7L8PVV,B0000EX378,4
A100ZQDV7L8PVV,B004K0630M,2
A1010QRG4BH51B,B006AWY4BI,5
A10138B53SCDXB,B000COL4M2,5
A1015717MIWO1T3JSGCE,B001SB1WJ8,5
A1017TZ2RPATF1,B001EO7F2M,3
A101AH8PLZCTYO,B004P41UVA,5
A101C99CG8EFUH,B000KOSNAK,5
A101DA890OBNUY,B001EO6654,5
A101F8M8DPFOM9,B004H6KM06,2
A101GX9EDM85XC,B001E257AQ,5
A101JFIN9YK69L,B004N5UL3O,5
A101N9IT72VFSU,B0001BVJB2,5
A101OU5ZZAA1NG,B00609WCR4,5
A101R8VTVP8ZL9,B000935SF0,3
A101RMPJE5TPZ6,B006JVEKNM,5
A101RRYMZM4KYV,B002U1VYXY,5
A101TFQ4FP8N1N,B001VNGL4E,5
A101V6QG2D667,B0001GDC4O,5
A101X7WXJKQIMZ,B002FBD92S,5
A101ZQ4ACTK6A2,B000GFYRHG,5
A1021GUXCL4HO1,B005K4Q1T0,1
A1022UZT96SGY9,B002OFOK50,3
A1025ZA8TGG21H,B00284TNL8,5
A1027EV8A9PV1O,B000EMD1UU,5
A1029F3F4HTZP5,B001QX2IH8,1
A102ASIRO66795,B002XGK0L8,1
A102BU2OLLPYNU,B0001W2VXQ,3
A102DUQBAMP5JK,B000HQL2JA,3
A102GOH74NU92R,B001E5DWW8,5
A102J3OK32Q4GN,B003VTN95K,5
A102LG1LA15ZZL,B000EDI1CW,5
A102NK63Y7ADU7,B0001M0ZTI,5
A102OYXZJJEAYM,B005EJJK6W,1
A102QP2OSXRVH,B000EH0RTS,5
A102RXRXTE07M2,B000O9YNC8,5
A102STXIWXZWKI,B001E5E2ZO,4
A102TGNH1D915Z,B000XJK7UG,5
A102UXGLDF76G1,B000CQY378,5
A102V8N45CTOIC,B004T45Z9Y,5
A102Y9SVCWI737,B0061S8PZW,5
A102ZELP840AUD,B000G7NI1U,5
A1030TRDSV3EL6,B001E6GLPW,5
A1031T963BGNRU,B000OIMSL2,5
A1034LJPZVRR7N,B00127T7TK,5
A1036Z9UOI3KRW,B007GH8R4Q,5
A1039KN0H1PA54,B001710KLA,1
A103CVD599R8QA,B006ZQ6UGG,5
A103FOM06QPAX8,B005K4Q1YA,5
A103H3VZVDGERL,B000HDI5O8,5
A103IFX7QOF31W,B004DCJUNO,5
A103LF2UVOKARL,B001EPPYEC,2
A103MTOZ2Z6FOB,B002BFXI56,5
A103P7ME53F714,B003B3P260,1
A103QPEV0VWKLW,B0000D9MTL,5
A103SIU22Z93WU,B000VK4DXO,5
A103U3KR4L2ZXT,B005K4Q1T0,5
A103WCMLT9EYKQ,B004TDC1NS,5
A103ZDWQJAUR8S,B003L2411I,5
A10413KVLWSR0B,B0041CIS66,5
A1043WPOJ2Y255,B006M64H7S,5
A1046ICIMHENBN,B000NMCEJK,5
A1047BN1DVK7CX,B004H4R1QQ,5
A1047EDJ84IMAS,B000LKU3A6,5
A1047EDJ84IMAS,B001E95KOM,5
A1047EDJ84IMAS,B003Z6W32E,5
A1047EDJ84IMAS,B005GTWQPC,4
A1047P9FLHTDZJ,B0052T95PU,5
A104APKOSDSYM3,B001EO5Y8Y,5
A104DNMYFNGRYE,B0000D9MZP,3
A104FEDJNPUIPS,B004Q9QIPM,4
A104GIZHPKM0FJ,B003D4F18G,5
A104I8PNBX9QXF,B000SATIFA,5
A104MLZZ7X1OTT,B000J4IDO2,5
A104MR5WHC3OAN,B0049D7HRS,5
A104O7YBTWM6EP,B002FYG378,5
A104R84SIHMVN8,B002K6N6VW,1
A104SG9QZ92UAH,B004Y0OEOK,3
A104VIFA17G3FB,B000H7LVKY,3
A1050LRVB5H2OY,B0032BXUJM,4
A1051DBTLWP5A2,B001HTGAQQ,5
A1052M27AVHG2Z,B000CQBZQA,5
A1053N0XWNYIDW,B0036D1Y9O,1
A1056C8FGRU436,B0008IT4OM,5
A1057PTJ38ZCW1,B003AO5QZW,4
A10594N1GXIB6J,B000HD3YDU,4
A105ACVVGLB9OT,B0000CF8T1,4
A105CCKIWRGI3X,B0041BSZGA,5
A105DBCM5OMBDR,B0029YDR82,5
A105EZ6L5FU1M5,B004EDZ83S,5
A105G6XDKP3TOF,B001652KK6,5
A105HXZN1VAS4D,B000B6J522,5
A105IGQQXJN6MK,B0014DPIPO,5
A105J3ZUF2RHJE,B000GAT6NG,5
A105L5EX9D0NH8,B005K4Q1YA,1
A105MTA2X8Q9OT,B0014ET2KK,5
A105OYHAQ50L4O,B002F4XTAC,5
A105R9D233F6TO,B000MC40WA,5
A105S56ODHGJEK,B001OCKIBY,4
A105S56ODHGJEK,B005XVZKGA,4
A105VT98Z4CX87,B000EPR1IK,5
A10601DDVKHJF1,B001LQTGNE,1
A1061I5LWUUAJI,B004IN43SU,4
A1063RG4DO7UKB,B0040DWCXG,5
A1065WJSCC7417,B004ZIER7U,5
A1068ASP17VDM,B002KAMLDM,1
A1069GYFATU2Q1,B0018QBX6K,5
A106BDKNR7TGC4,B0000WEVG2,5
A106DIHYYQT9ZL,B0051SU0OW,5
A106FAR7Z5T5YN,B000IEC68C,5
A106GIIUYFKW5F,B003STXAFM,1
A106GQD7C9QV3B,B0042243HS,4
A106J5HYVVKLSB,B00470NIOO,1
A106LXLCVW4Q3R,B0000CD06J,4
A106MB2IVYFRWR,B004JHIBV0,1
A106MNO7PYG1WL,B001E5E0D8,5
A106P5O3BJXVAE,B005ECLNIM,5
A106QE6VRASW2G,B0051SU0OW,1
A106T869TZI8KV,B003M1PKUO,5
A106UZ0MA2S2FO,B0029K5HIE,5
A106XGHS0MDDH7,B003F1MUN6,5
A106ZCP7RSXMRU,B0007R9L5Q,5
A106ZCP7RSXMRU,B000F0FVJU,5
A106ZCP7RSXMRU,B000KFU6RW,4
A106ZCP7RSXMRU,B000TV8NR2,5
A106ZCRVL2PV0R,B0051WV5K6,5
A1072XE6C3LSKQ,B000P3NCBQ,5
A1076F19YP1TO9,B003WAX3H2,1
A1076UA29SK59D,B002LV6LFY,5
A1076V1FMO3G71,B00014CZP8,5
A1078U03WV2Y70,B0058RNX2C,5
A1079RB1IDG1BH,B000QCOALC,1
A107BUYOKWZV6P,B001AYDDCC,3
A107EAFS38OY3O,B00473TTYO,5
A107H3XGCV6Y4Q,B001EQ4P00,5
A107K1LC6ZGVAJ,B0029JZ4GK,5
A107O68VE2HS1,B004565GV8,3
A107PAB5U6L76G,B001M09BOS,5
A107RMVIV0GBH7,B000VIFCYU,5
A107TWERRJJYT2,B001SAWYQO,5
A107VRV5Z402YI,B004D4UQ8A,1
A107YJ8Q9XTHB8,B000EJPDMC,5
A1080SE9X3ECK0,B0000GIOU2,5
A1080SE9X3ECK0,B000EFBME4,5
A1080SE9X3ECK0,B000GQS7X0,5
A1080SE9X3ECK0,B000IEFVNO,5
A1080SE9X3ECK0,B000PGA8V0,5
A1080SE9X3ECK0,B000YUOWVO,5
A1080SE9X3ECK0,B001AW9PU8,5
A1080SE9X3ECK0,B001ELL9VI,5
A1080SE9X3ECK0,B001EPQ14E,5
A1080SE9X3ECK0,B001FA1KQW,5
A1080SE9X3ECK0,B00469V4N8,5
A10836BJYKL07P,B001M0A6YM,5
A1086L0XZ5QGOW,B0071QTB4W,1
A1088TAIK02KZT,B000OCO76M,5
A108AOVFV79MTE,B001LV8GHQ,4
A108DY2AA4K66I,B0039LVLS2,3
A108GTRY7D2UVQ,B000LQLIWM,2
A108HDL8SA3KV0,B005LRBGEQ,5
A108KGU76D5GMW,B0017T6S2M,5
A108MXJHX7T3EJ,B002RBTV78,5
A108P30XVUFKXY,B001EO6CX0,1
A108QN0VQPX1W2,B005C3IVN8,5
A108SBEMKFA93E,B002OI9MJ6,2
A108UU077RYZYM,B0018QIRIC,2
A108XABRHAA9E7,B000LKU1TO,4
A108XP24UESKSV,B001OCBT5S,4
A108XP24UESKSV,B007B9WAH4,5
A1090E18KI39DU,B003Z7VYXW,5
A1091FKRVT13A8,B001EQ4RWQ,5
A1092DU33WG0A3,B0000531B7,5
A1094WJV6EWHGE,B000H25WP4,5
A10989CMCW7AVY,B002BTI9B0,3
A1098XLINAE04Z,B00653S7II,1
A1099TDZV91XKX,B000OUX2QA,5
A109AN8XAZGVR5,B001QHIZA8,5
A109CXW9Z63FVM,B004S8CMVK,5
A109F96TJFY38S,B000OVRIDW,4
A109GZCVM8ZW5W,B0025UOMZM,1
A109I3FKZZ4UR5,B005GYJUHO,5
A109KZWKMGSKEK,B001FA1AXU,5
A109L3WXD1SJFU,B001LG940E,3
A109L3WXD1SJFU,B0061IUIEI,2
A109NJKHD71XXE,B000JLB45K,5
